Qmag,Qdur,RQmag,RSmag,STdur,STslope,Tmag,Tdur,insHR,annScore
44,88,223,321,44,.0681818181818182,36,188,105.633802816901,78
-11,96,257,352,80,.3625,56,156,106.382978723404,78
-12,132,234,351,84,.25,44,172,104.166666666667,78
-4,108,241,345,80,.4625,74,188,107.913669064748,78
-13,80,176,220,28,-1.42857142857143,64,160,107.142857142857,78
8,64,263,356,88,-.0795454545454545,65,156,106.382978723404,78
-13,68,279,380,68,.0735294117647059,61,168,102.739726027397,78
-33,136,230,337,72,-.0416666666666667,23,184,100.671140939597,78
23,84,239,339,72,.125,40,184,100,78
-13,144,244,343,76,.263157894736842,50,184,86.7052023121387,78
-49,124,213,334,96,-.354166666666667,2,176,64.6551724137931,78
224,108,208,375,36,-.5,-18,224,100.671140939597,78
37,52,243,326,72,.236111111111111,37,192,104.166666666667,78
8,100,241,344,52,.0961538461538462,53,188,98.0392156862745,78
-36,124,219,299,92,.195652173913044,6,164,98.6842105263158,78
-10,80,246,344,104,.182692307692308,27,148,99.3377483443709,78
-8,116,249,356,108,.203703703703704,48,156,90.3614457831325,78
-11,120,217,313,96,.125,39,156,94.9367088607595,78
21,124,239,327,88,.0681818181818182,56,168,93.75,78
-47,136,209,302,88,.0454545454545455,-20,160,91.4634146341463,78
0,112,265,342,76,.0394736842105263,41,172,94.3396226415094,78
19,132,235,333,104,.125,37,156,90.9090909090909,78
-15,108,243,329,100,-.02,23,180,89.8203592814371,78
26,64,196,299,92,.0543478260869565,22,160,97.4025974025974,78
-7,72,239,332,60,-.316666666666667,62,200,95.5414012738854,78
-9,104,216,305,116,.362068965517241,30,160,87.2093023255814,78
-11,72,273,349,96,.197916666666667,40,176,93.167701863354,78
-14,92,272,355,68,.117647058823529,68,192,91.4634146341463,78
1,116,243,314,92,.25,52,172,88.2352941176471,78
7,108,258,334,76,.25,82,184,90.3614457831325,78
-39,104,296,346,100,.09,12,168,96.7741935483871,78
19,112,272,362,136,.00735294117647059,106,112,96.1538461538462,78
-26,80,234,308,108,.222222222222222,32,156,93.75,78
-8,124,251,330,88,.136363636363636,46,164,91.4634146341463,78
-8,84,290,372,84,-.0119047619047619,40,188,93.167701863354,78
-5,96,364,431,104,.259615384615385,79,160,93.167701863354,78
21,96,256,334,116,.232758620689655,71,140,90.9090909090909,78
-11,92,282,367,112,.0357142857142857,48,136,98.0392156862745,78
-14,104,324,403,76,.0789473684210526,-3,184,100,78
-6,96,282,360,104,.0961538461538462,17,184,95.5414012738854,78
59,88,257,294,32,-.40625,80,196,100,78
-48,64,202,289,92,.304347826086957,30,172,102.739726027397,78
-5,52,318,392,84,.214285714285714,47,192,93.75,78
-6,104,251,324,104,.259615384615385,56,156,94.3396226415094,78
27,88,321,414,80,.1,92,180,96.7741935483871,78
7,120,246,317,76,.184210526315789,74,188,98.6842105263158,78
-5,128,235,321,60,-.0333333333333333,49,192,97.4025974025974,78
-22,88,272,353,72,-.0416666666666667,26,180,99.3377483443709,78
-18,88,219,314,56,.125,48,200,98.6842105263158,78
20,84,273,357,72,.138888888888889,31,188,100,78
47,80,324,413,72,.0416666666666667,18,176,101.351351351351,78
14,84,310,374,64,-.46875,54,144,93.167701863354,78
21,76,218,289,76,.236842105263158,31,184,96.7741935483871,78
-21,128,268,319,60,.333333333333333,44,208,95.5414012738854,78
28,68,294,376,52,.288461538461538,66,216,96.1538461538462,78
12,64,224,309,68,.176470588235294,54,188,96.7741935483871,78
32,64,251,320,92,.25,30,168,96.1538461538462,78
-3,116,220,296,64,.34375,44,200,93.167701863354,78
-20,112,262,353,96,.197916666666667,33,168,91.4634146341463,78
-8,104,276,354,88,.272727272727273,50,172,91.4634146341463,78
-7,116,234,302,96,.1875,38,168,92.0245398773006,78
-2,100,211,307,92,.271739130434783,52,172,88.7573964497041,78
-5,144,230,315,104,.269230769230769,61,160,87.719298245614,78
0,120,239,318,64,.171875,68,188,89.2857142857143,78
-5,76,218,304,96,.145833333333333,50,176,89.8203592814371,78
-8,140,235,322,92,.260869565217391,59,176,85.2272727272727,78
-13,144,216,312,72,.152777777777778,40,188,85.2272727272727,78
-21,68,248,325,68,.176470588235294,38,196,92.0245398773006,78
-17,132,260,347,76,.184210526315789,63,180,92.5925925925926,78
-12,80,254,335,80,.2375,82,184,93.167701863354,78
-4,72,253,325,100,.26,24,160,101.351351351351,78
37,88,210,298,88,.159090909090909,33,180,96.7741935483871,78
69,92,155,219,96,.21875,84,184,151.515151515152,78
-32,68,262,350,60,.233333333333333,43,196,99.3377483443709,78
52,100,157,224,52,.403846153846154,82,184,156.25,78
-10,100,211,292,60,-.166666666666667,31,196,103.448275862069,78
19,60,239,326,76,.0657894736842105,21,168,104.166666666667,78
3,120,256,330,64,-.171875,16,168,105.633802816901,78
17,68,255,351,48,.125,61,196,104.166666666667,78
-24,128,241,315,56,.232142857142857,71,184,94.9367088607595,78
-13,128,243,317,68,.308823529411765,80,180,89.8203592814371,78
-14,136,312,376,76,.289473684210526,70,176,78.5340314136126,78
-10,156,220,313,64,.328125,80,200,85.2272727272727,78
-12,144,237,308,56,.0535714285714286,62,192,84.2696629213483,78
-8,148,241,329,60,.25,72,188,85.2272727272727,78
-19,128,238,330,84,.357142857142857,65,192,84.7457627118644,78
-6,140,208,297,76,.118421052631579,34,184,87.719298245614,78
-9,140,239,318,80,-.25,41,196,93.75,78
44,108,254,325,76,.197368421052632,73,196,101.351351351351,78
27,64,197,270,100,.16,41,156,104.166666666667,78
17,112,225,293,104,.0192307692307692,35,156,108.695652173913,78
14,108,222,314,60,.0666666666666667,57,188,104.166666666667,78
59,112,194,292,36,.25,53,204,111.111111111111,78
-35,44,198,296,68,.161764705882353,37,168,111.111111111111,78
14,112,254,308,60,.166666666666667,31,180,113.636363636364,78
29,112,255,324,64,.140625,35,172,113.636363636364,78
38,104,226,306,64,.109375,51,168,113.636363636364,78
25,56,277,358,68,.205882352941176,64,172,107.142857142857,78
9,84,176,262,68,-.0294117647058824,-20,176,102.739726027397,78
38,92,196,289,32,.125,47,192,111.940298507463,78
20,96,164,255,60,.15,23,168,115.384615384615,78
13,88,171,248,56,.232142857142857,39,176,117.1875,78
-39,116,182,293,36,.388888888888889,92,192,108.695652173913,78
5,100,224,321,56,.321428571428571,121,172,114.503816793893,78
40,104,229,345,88,.0340909090909091,72,156,114.503816793893,78
-29,104,236,337,48,.25,73,176,111.111111111111,78
29,100,243,352,68,.147058823529412,65,168,109.489051094891,78
5,104,229,339,72,.0694444444444444,54,168,111.940298507463,78
-23,96,220,317,36,.277777777777778,64,188,113.636363636364,78
-24,96,203,292,60,.05,76,184,112.781954887218,78
-39,88,218,321,48,.0833333333333333,36,188,111.111111111111,78
3,88,199,289,44,.0227272727272727,82,184,111.940298507463,78
46,76,222,328,56,.178571428571429,61,184,112.781954887218,78
-25,96,243,349,56,.25,67,180,114.503816793893,78
-8,80,231,329,56,.339285714285714,72,192,114.503816793893,78
38,52,174,263,48,.125,75,196,113.636363636364,78
-14,96,234,341,44,.181818181818182,77,180,116.279069767442,78
-10,88,208,306,64,.21875,59,172,119.047619047619,78
-35,84,206,307,52,.0192307692307692,34,180,119.047619047619,78
-59,80,183,274,40,.4,55,176,119.047619047619,78
-12,88,230,332,44,.159090909090909,79,172,120,78
-15,72,258,371,60,.15,59,184,106.382978723404,78
55,128,225,366,40,.175,48,184,107.142857142857,78
-57,80,210,322,64,.34375,24,176,107.142857142857,78
-45,112,198,295,36,.305555555555555,78,188,106.382978723404,78
-45,104,223,313,44,.0909090909090909,52,172,107.142857142857,78
-28,100,249,337,60,.45,66,180,107.913669064748,78
-3,80,259,373,64,.28125,102,188,104.895104895105,78
-10,116,245,366,60,.466666666666667,81,184,104.166666666667,78
-30,124,226,345,56,.160714285714286,50,184,103.448275862069,78
83,144,237,373,64,-.15625,78,172,103.448275862069,78
53,120,186,328,68,.308823529411765,55,180,102.739726027397,78
-69,128,195,317,52,.634615384615385,47,188,102.040816326531,78
71,64,216,335,72,.0555555555555555,53,168,100.671140939597,78
6,124,191,306,68,.161764705882353,90,188,103.448275862069,78
20,108,249,358,76,.263157894736842,45,176,103.448275862069,78
-3,100,204,329,56,.0535714285714286,48,164,103.448275862069,78
12,64,163,298,48,-.125,63,192,102.040816326531,78
43,104,141,259,84,-.0595238095238095,63,168,107.913669064748,78
7,84,196,295,60,.0833333333333333,92,184,107.913669064748,78
5,80,185,309,56,.285714285714286,62,176,108.695652173913,78
4,84,228,357,32,-.59375,64,200,109.489051094891,78
-15,84,171,288,64,.78125,53,196,109.489051094891,78
-22,72,187,279,52,.134615384615385,51,184,109.489051094891,78
-20,88,236,321,80,.525,70,136,110.294117647059,78
38,120,201,318,64,.15625,47,180,103.448275862069,78
16,100,171,287,52,.0576923076923077,71,184,105.633802816901,78
7,96,218,314,68,-.102941176470588,51,188,106.382978723404,78
81,128,156,285,64,.21875,102,176,104.895104895105,78
0,104,228,343,64,.171875,62,180,106.382978723404,78
-4,108,198,351,60,.25,30,180,107.913669064748,78
62,104,200,315,56,.142857142857143,58,172,110.294117647059,78
-2,120,174,260,64,.125,58,188,108.695652173913,78
2,104,178,290,64,.171875,63,180,111.940298507463,78
48,76,213,323,56,-.0357142857142857,38,172,111.940298507463,78
-2,92,208,331,64,.015625,50,172,110.294117647059,78
-12,84,165,263,56,-.285714285714286,15,176,108.695652173913,78
87,104,189,313,100,.14,58,148,110.294117647059,78
68,112,215,327,88,.0454545454545455,43,168,110.294117647059,78
10,84,202,317,60,.116666666666667,83,176,108.695652173913,78
36,108,181,291,80,.1125,64,164,107.142857142857,78
-10,76,213,333,56,.357142857142857,80,188,109.489051094891,78
47,92,190,308,60,-.0166666666666667,62,180,108.695652173913,78
1,100,172,287,56,.142857142857143,67,180,108.695652173913,78
9,104,148,272,48,-.270833333333333,75,192,107.142857142857,78
-9,96,161,273,60,.25,67,172,105.633802816901,78
22,104,190,309,72,.222222222222222,46,180,107.913669064748,78
-27,88,195,323,52,.173076923076923,55,172,108.695652173913,78
-40,116,186,303,56,.267857142857143,68,188,107.142857142857,78
12,104,240,372,64,.25,80,188,108.695652173913,78
8,96,242,339,60,.383333333333333,90,192,107.913669064748,78
-17,116,182,310,68,.161764705882353,80,168,107.142857142857,78
58,100,204,326,84,.333333333333333,61,172,107.142857142857,78
-26,120,215,342,56,.125,16,160,110.294117647059,78
-2,96,219,320,64,.09375,50,168,108.695652173913,78
-9,108,196,315,52,.0384615384615385,48,180,108.695652173913,78
40,100,227,350,68,.117647058823529,44,180,109.489051094891,78
59,104,203,318,48,.0625,76,192,108.695652173913,78
-10,104,191,297,64,.21875,35,180,107.913669064748,78
85,108,231,354,72,.0694444444444444,53,160,111.940298507463,78
32,52,219,323,64,.125,43,160,108.695652173913,78
64,124,228,337,68,.25,57,172,108.695652173913,78
44,100,186,293,64,.0625,37,168,105.633802816901,78
63,48,238,344,72,.111111111111111,67,164,104.166666666667,78
65,80,196,298,60,.133333333333333,50,172,101.351351351351,78
21,104,213,309,72,.0555555555555555,46,168,97.4025974025974,78
63,84,182,258,52,.0769230769230769,54,188,103.448275862069,78
37,116,183,262,64,.015625,18,168,87.719298245614,78
53,132,253,348,80,.275,57,168,104.895104895105,78
13,44,188,282,72,.236111111111111,40,164,103.448275862069,78
45,56,186,278,96,.25,22,148,104.166666666667,78
106,92,181,289,68,.0441176470588235,62,176,104.166666666667,78
-12,124,250,345,76,.157894736842105,31,188,95.5414012738854,78
15,128,224,312,92,.108695652173913,54,160,93.167701863354,78
4,128,215,302,88,.0795454545454545,36,168,94.9367088607595,78
-9,116,214,289,100,-.04,-28,132,102.040816326531,78
48,92,225,328,92,.0869565217391304,52,156,102.040816326531,78
7,96,210,312,92,.119565217391304,55,152,99.3377483443709,78
8,112,252,347,100,.07,31,160,96.1538461538462,78
-13,116,230,331,96,.09375,33,156,94.9367088607595,78
52,84,275,379,104,.115384615384615,73,160,94.9367088607595,78
21,100,215,307,112,-.0178571428571429,60,128,94.3396226415094,78
5,84,218,321,108,-.111111111111111,-1,160,98.6842105263158,78
-35,88,198,296,120,.075,8,156,98.0392156862745,78
-3,112,263,359,104,.0288461538461538,35,164,101.351351351351,78
8,84,203,299,100,.03,19,160,102.739726027397,78
45,144,311,398,112,.142857142857143,49,152,104.895104895105,78
38,56,227,313,108,-.0648148148148148,22,152,104.166666666667,78
37,76,227,317,112,-.0446428571428571,41,148,100,78
-3,112,295,387,104,0,30,140,96.7741935483871,78
24,92,209,259,104,-.0192307692307692,96,164,98.0392156862745,78
15,92,230,312,108,-.0277777777777778,46,140,100,78
-13,120,245,323,124,.0483870967741936,36,144,102.739726027397,78
50,116,204,290,120,.0666666666666667,16,140,102.739726027397,78
47,56,203,277,108,-.037037037037037,49,140,106.382978723404,78
-17,100,209,309,96,-.0833333333333333,18,148,104.895104895105,78
28,72,252,330,92,-.0652173913043478,19,136,105.633802816901,78
45,104,276,356,104,-.0673076923076923,35,136,110.294117647059,78
-11,92,196,284,88,-.0227272727272727,27,148,108.695652173913,78
46,116,232,312,100,-.17,26,140,108.695652173913,78
-27,120,206,293,116,-.0517241379310345,-7,140,97.4025974025974,78
72,128,221,329,112,-.0625,79,136,94.9367088607595,78
22,132,218,317,108,-.0833333333333333,33,136,93.167701863354,78
-19,128,236,330,100,-.03,17,160,93.75,78
75,116,268,366,124,.0564516129032258,79,132,100.671140939597,78
-42,112,264,312,108,-.194444444444444,20,148,99.3377483443709,78
69,96,242,275,40,-.875,95,172,100.671140939597,78
-10,136,230,319,104,.00961538461538461,48,140,100,78
-1,52,293,348,104,.115384615384615,53,148,102.739726027397,78
15,56,204,298,96,.0208333333333333,46,164,100,78
8,100,220,309,108,-.148148148148148,47,148,96.7741935483871,78
2,104,219,305,104,.163461538461538,41,148,95.5414012738854,78
4,124,255,315,80,.025,36,168,93.75,78
-24,108,235,303,140,.128571428571429,12,128,90.3614457831325,78
29,92,244,324,100,-.07,42,160,105.633802816901,78
57,108,257,348,96,-.0104166666666667,35,156,107.913669064748,78
46,100,214,308,96,-.0833333333333333,50,152,97.4025974025974,78
4,100,198,290,68,.441176470588235,40,172,106.382978723404,78
-12,104,201,296,96,-.0729166666666667,21,156,93.75,78
20,80,214,302,84,.0476190476190476,34,160,99.3377483443709,78
-7,124,218,282,72,.180555555555556,54,180,89.2857142857143,78
-39,116,220,316,80,.05,69,168,92.5925925925926,78
-2,68,203,302,84,-.0357142857142857,50,184,92.0245398773006,78
-5,88,252,343,72,-.0277777777777778,45,176,91.4634146341463,78
-6,108,206,301,108,.203703703703704,63,168,90.3614457831325,78
10,72,230,332,96,.0416666666666667,47,168,91.4634146341463,78
-1,96,291,363,92,.119565217391304,55,180,93.75,78
0,112,266,349,100,.08,54,168,93.75,78
1,112,199,294,108,.101851851851852,55,168,92.0245398773006,78
3,80,230,327,116,.241379310344828,54,168,91.4634146341463,78
5,132,283,331,100,.2,49,176,90.9090909090909,78
47,84,228,312,92,.141304347826087,57,164,95.5414012738854,78
9,80,208,290,76,.0526315789473684,45,184,92.5925925925926,78
-14,128,233,320,80,.1375,26,196,93.75,78
70,76,244,328,92,.217391304347826,91,172,90.3614457831325,78
69,88,235,330,144,-.1875,37,132,96.1538461538462,78
-36,112,287,362,72,.111111111111111,-11,172,99.3377483443709,78
52,108,245,313,112,-.0892857142857143,58,156,95.5414012738854,78
-3,100,215,260,104,.125,42,164,96.7741935483871,78
37,64,264,314,68,-.25,29,184,100.671140939597,78
11,80,251,336,88,.147727272727273,44,176,101.351351351351,78
2,112,263,350,88,.0113636363636364,37,160,100,78
57,76,213,299,128,.0703125,25,144,92.0245398773006,78
5,128,229,316,96,.09375,58,164,87.719298245614,78
-7,124,222,313,60,.25,51,204,93.167701863354,78
-3,120,215,291,76,.0263157894736842,47,172,94.9367088607595,78
39,108,251,323,88,.170454545454545,140,168,92.0245398773006,78
3,100,240,335,72,.125,71,188,89.2857142857143,78
-14,108,228,308,72,.0694444444444444,44,180,92.5925925925926,78
-11,140,244,321,64,.109375,54,188,86.7052023121387,78
13,104,261,340,92,.141304347826087,90,180,94.9367088607595,78
72,92,253,325,132,0,66,152,95.5414012738854,78
-23,84,234,318,72,.0972222222222222,40,192,94.9367088607595,78
54,96,212,317,80,.1,18,184,88.2352941176471,78
2,64,198,279,96,.0416666666666667,89,184,88.2352941176471,78
10,88,256,324,128,.140625,38,160,92.5925925925926,78
-4,88,233,304,120,-.141666666666667,67,188,92.5925925925926,78
-35,116,210,299,72,.0555555555555555,2,188,92.5925925925926,78
-8,128,230,304,64,.078125,42,188,92.0245398773006,78
0,100,216,284,100,.19,60,184,93.167701863354,78
-8,116,234,299,76,.0921052631578947,41,192,89.8203592814371,78
-6,120,257,326,56,.142857142857143,58,192,92.5925925925926,78
58,100,131,248,92,.652173913043478,80,180,156.25,78
-7,132,284,350,80,.0875,55,184,88.7573964497041,78
-6,116,226,305,72,.194444444444444,46,196,87.719298245614,78
1,112,251,339,64,.171875,65,200,92.5925925925926,78
-12,108,224,296,72,.194444444444444,75,200,92.0245398773006,78
3,120,241,327,68,.161764705882353,82,192,90.3614457831325,78
22,72,261,330,64,.15625,71,192,89.8203592814371,78
78,80,259,381,96,-.0416666666666667,57,164,93.75,78
-1,140,224,317,76,.144736842105263,58,188,93.167701863354,78
47,92,210,303,80,.125,54,180,93.75,78
23,76,209,313,88,.113636363636364,19,176,93.167701863354,78
35,92,201,302,92,.16304347826087,42,172,88.7573964497041,78
40,92,235,329,76,.144736842105263,59,184,91.4634146341463,78
25,116,213,306,84,.0357142857142857,64,180,89.2857142857143,78
37,68,191,302,68,.0735294117647059,6,188,91.4634146341463,78
24,92,164,277,68,.176470588235294,56,188,92.5925925925926,78
-10,88,212,311,56,.392857142857143,84,204,90.9090909090909,78
-8,124,243,327,80,.0625,61,164,99.3377483443709,78
71,96,195,305,72,.194444444444444,73,188,98.6842105263158,78
54,80,198,296,112,.348214285714286,73,168,100,78
33,72,222,313,96,-.0208333333333333,15,156,100,78
3,104,196,293,80,-.1,22,180,102.739726027397,78
19,96,192,307,72,.0833333333333333,48,160,104.166666666667,78
18,88,208,295,88,.0568181818181818,47,160,104.895104895105,78
70,104,189,292,96,.0208333333333333,35,152,104.166666666667,78
46,96,181,285,104,.0576923076923077,47,136,104.166666666667,78
3,92,209,312,60,.316666666666667,-56,184,106.382978723404,78
2,76,227,332,124,.354838709677419,46,124,104.895104895105,78
59,104,187,306,160,.2125,61,108,104.166666666667,78
-10,92,227,337,100,.18,44,152,103.448275862069,78
-2,100,205,311,84,.0714285714285714,49,176,107.142857142857,78
-9,116,240,329,72,.236111111111111,17,192,104.166666666667,78
15,108,200,306,96,-.0104166666666667,72,172,103.448275862069,78
10,112,178,293,100,-.07,20,148,103.448275862069,78
62,96,195,309,52,.134615384615385,32,192,104.895104895105,78
50,80,202,302,72,.0833333333333333,24,168,104.895104895105,78
37,76,186,290,68,.0294117647058824,35,184,104.895104895105,78
61,112,265,365,72,.0694444444444444,45,168,106.382978723404,78
7,88,224,330,100,-.05,30,164,107.142857142857,78
25,52,197,295,68,.0147058823529412,28,172,107.142857142857,78
52,124,148,265,64,0,36,168,107.142857142857,78
37,92,194,285,64,.25,40,184,111.940298507463,78
49,96,239,323,80,.075,15,168,111.111111111111,78
56,100,172,281,64,-.078125,42,168,111.111111111111,78
64,96,180,277,96,.135416666666667,37,152,114.503816793893,78
62,104,215,315,76,.0394736842105263,37,156,113.636363636364,78
7,64,215,333,92,.152173913043478,32,156,114.503816793893,78
58,100,155,259,96,-.0208333333333333,5,144,113.636363636364,78
18,92,163,256,88,.306818181818182,0,156,114.503816793893,78
70,112,193,305,92,.130434782608696,39,152,112.781954887218,78
68,104,147,246,92,.0326086956521739,32,156,110.294117647059,78
65,56,187,276,88,.0681818181818182,41,156,109.489051094891,78
36,72,244,340,28,-.142857142857143,50,204,100.671140939597,78
85,48,203,297,56,.142857142857143,95,180,104.166666666667,78
58,76,176,280,88,0,9,164,104.166666666667,78
79,76,185,293,72,.180555555555556,60,180,97.4025974025974,78
57,80,234,323,60,.0166666666666667,49,180,91.4634146341463,78
-1,116,215,309,96,.177083333333333,26,176,91.4634146341463,78
0,112,237,329,88,.102272727272727,37,168,91.4634146341463,78
16,100,194,281,100,.1,42,168,91.4634146341463,78
-7,128,208,291,104,.182692307692308,35,164,89.8203592814371,78
6,132,262,344,104,.269230769230769,42,176,87.2093023255814,78
5,88,216,298,116,.120689655172414,40,152,87.719298245614,78
23,104,194,290,100,-.02,28,168,88.2352941176471,78
-11,136,215,296,104,.0192307692307692,29,156,88.7573964497041,78
4,84,179,271,100,.03,44,148,89.8203592814371,78
6,76,215,304,112,.178571428571429,39,168,92.5925925925926,78
-6,108,201,279,112,.0357142857142857,42,164,93.167701863354,78
44,132,231,325,120,.00833333333333333,75,152,93.167701863354,78
13,132,229,302,108,-.0462962962962963,20,160,89.2857142857143,78
-31,108,209,294,92,.119565217391304,21,192,90.3614457831325,78
-9,96,227,308,120,-.00833333333333333,20,152,87.719298245614,78
5,92,210,301,104,.153846153846154,57,160,89.2857142857143,78
3,140,248,331,120,.0833333333333333,48,148,87.719298245614,78
1,140,226,319,124,.0645161290322581,18,156,90.9090909090909,78
-3,116,199,297,112,.0178571428571429,36,156,88.2352941176471,78
-13,120,214,304,128,.0078125,10,132,90.3614457831325,78
-14,80,239,333,68,.161764705882353,59,200,90.9090909090909,78
-36,124,225,320,104,.288461538461538,-12,156,87.719298245614,78
-19,140,230,303,120,.00833333333333333,3,140,92.5925925925926,78
40,80,230,310,36,0,-28,108,98.0392156862745,78
-6,116,223,294,112,.00892857142857143,28,152,89.8203592814371,78
33,104,133,246,68,.132352941176471,59,180,147.058823529412,78
-1,124,252,322,120,.075,26,156,86.2068965517241,78
-18,136,221,293,128,.1640625,0,156,87.719298245614,78
35,128,230,296,104,-.0673076923076923,21,160,86.7052023121387,78
-7,132,225,305,64,.0625,28,196,86.2068965517241,78
-5,172,230,306,72,.0833333333333333,40,196,84.7457627118644,78
-12,124,249,320,68,.132352941176471,43,200,88.7573964497041,78
-39,80,268,309,60,.0666666666666667,16,208,95.5414012738854,78
0,64,249,334,92,.130434782608696,-59,164,99.3377483443709,78
17,80,221,303,52,.0384615384615385,53,200,102.040816326531,78
27,88,250,331,72,.0416666666666667,33,176,100,78
-16,92,263,338,52,.0769230769230769,40,200,97.4025974025974,78
-10,100,271,343,56,.107142857142857,47,192,96.1538461538462,78
1,112,265,310,100,.05,32,164,96.7741935483871,78
6,100,250,301,64,.109375,67,184,93.167701863354,78
-33,128,246,311,68,.191176470588235,26,180,92.5925925925926,78
16,116,267,317,68,.0147058823529412,56,196,96.1538461538462,78
1,68,217,304,68,.0588235294117647,45,192,93.167701863354,78
-11,116,190,267,60,.116666666666667,50,196,90.9090909090909,78
10,124,249,315,84,-.202380952380952,23,188,92.5925925925926,78
-8,116,274,358,68,.0588235294117647,80,180,98.6842105263158,78
24,112,250,325,64,.15625,38,192,107.913669064748,78
-9,96,284,363,52,.211538461538462,52,200,100.671140939597,78
-19,108,252,335,52,0,17,184,102.040816326531,78
-11,84,262,338,48,.354166666666667,42,196,101.351351351351,78
-16,148,220,301,48,.166666666666667,57,200,84.7457627118644,78
-45,144,234,319,64,.21875,24,196,84.7457627118644,78
-10,100,245,324,56,.25,50,208,94.3396226415094,78
-11,132,255,329,84,.25,48,184,89.8203592814371,78
-24,64,244,299,76,-.0263157894736842,26,184,98.6842105263158,78
-29,116,321,342,84,-.130952380952381,-25,188,100,78
-28,96,288,351,80,.025,-31,172,102.739726027397,78
-46,112,253,344,72,.541666666666667,18,168,93.75,78
30,104,248,335,76,.105263157894737,63,180,94.9367088607595,78
-57,140,238,312,48,.145833333333333,-25,208,92.5925925925926,78
-20,128,290,354,64,.234375,1,204,94.9367088607595,78
-18,128,280,352,72,.138888888888889,41,200,92.0245398773006,78
-19,104,244,311,52,.134615384615385,36,208,94.3396226415094,78
-14,140,228,305,52,.134615384615385,27,200,93.167701863354,78
0,104,287,356,56,.196428571428571,62,208,94.3396226415094,78
-42,84,240,312,84,.19047619047619,-21,180,99.3377483443709,78
32,112,246,314,68,.205882352941176,54,196,93.75,78
-6,108,235,310,116,.172413793103448,25,136,92.5925925925926,78
-10,88,251,321,56,.160714285714286,74,184,95.5414012738854,78
6,124,261,334,60,.15,57,192,91.4634146341463,78
22,76,242,314,56,.125,114,208,86.2068965517241,78
-18,136,247,318,96,-.145833333333333,24,168,92.0245398773006,78
-22,68,214,280,68,.0294117647058824,37,192,93.167701863354,78
77,100,256,321,60,.0166666666666667,95,196,96.1538461538462,78
46,180,227,307,76,.105263157894737,19,200,92.0245398773006,78
74,96,304,390,84,-.0119047619047619,30,176,90.3614457831325,78
-29,100,204,283,48,.166666666666667,-3,216,90.9090909090909,78
0,104,256,341,68,.205882352941176,76,200,90.3614457831325,78
-3,156,246,319,76,.0526315789473684,82,192,66.6666666666667,78
-25,120,253,322,80,.2625,59,184,94.9367088607595,78
-41,72,268,329,84,.238095238095238,45,184,92.5925925925926,78
7,152,260,323,96,.302083333333333,110,176,92.5925925925926,78
80,116,215,327,68,.426470588235294,102,196,92.0245398773006,78
5,112,227,312,52,.0384615384615385,55,204,91.4634146341463,78
-46,136,215,287,48,-.604166666666667,83,160,95.5414012738854,78
-67,128,291,381,88,.0909090909090909,16,184,95.5414012738854,78
-3,92,221,291,64,.15625,71,200,95.5414012738854,78
12,124,166,238,68,.0735294117647059,75,184,96.1538461538462,78
60,84,232,314,48,.104166666666667,63,204,98.6842105263158,78
-13,124,229,305,84,-.0476190476190476,38,176,104.166666666667,78
16,92,222,280,32,.03125,53,228,103.448275862069,78
-23,108,199,261,64,.15625,45,204,103.448275862069,78
-14,120,236,309,76,.263157894736842,62,180,104.895104895105,78
48,84,211,254,72,.0972222222222222,54,188,103.448275862069,78
32,84,237,298,68,.117647058823529,52,188,107.913669064748,78
-10,116,197,273,64,.1875,50,188,107.142857142857,78
18,88,242,313,60,.133333333333333,42,188,107.913669064748,78
-28,104,220,289,72,.416666666666667,27,192,109.489051094891,78
-28,104,233,280,72,-.0416666666666667,38,172,108.695652173913,78
-30,68,212,286,56,.0535714285714286,57,184,106.382978723404,78
-18,108,217,281,80,-.1625,55,184,109.489051094891,78
-32,88,198,254,52,.519230769230769,47,220,109.489051094891,78
-28,84,189,278,56,-.142857142857143,24,196,106.382978723404,78
-13,108,211,292,72,.361111111111111,60,188,107.142857142857,78
45,88,278,360,64,.109375,75,188,105.633802816901,78
0,108,220,322,100,.29,76,148,105.633802816901,78
1,108,236,290,108,.527777777777778,61,176,105.633802816901,78
55,72,187,268,72,.0972222222222222,34,180,107.913669064748,78
1,100,200,291,76,-.0394736842105263,30,160,114.503816793893,78
0,92,159,245,72,-.0555555555555555,29,160,116.279069767442,78
-4,92,204,283,104,.326923076923077,20,148,117.1875,78
-12,84,251,329,92,.130434782608696,4,148,118.110236220472,78
11,72,228,321,60,.133333333333333,71,180,111.940298507463,78
79,100,196,301,72,-.0833333333333333,60,180,110.294117647059,78
-11,116,224,326,68,.338235294117647,39,184,104.166666666667,78
4,76,224,324,40,.2,75,200,107.913669064748,78
61,124,227,339,36,.166666666666667,53,188,107.142857142857,78
86,52,180,286,48,.145833333333333,79,192,108.695652173913,78
52,64,219,308,28,.321428571428571,79,192,110.294117647059,78
-10,76,227,331,56,.571428571428571,68,192,109.489051094891,78
-13,120,217,329,24,.291666666666667,82,200,105.633802816901,78
-50,112,204,306,68,.382352941176471,41,188,84.2696629213483,78
43,48,231,333,52,.211538461538462,86,196,93.167701863354,78
-9,128,225,322,64,.078125,60,184,85.2272727272727,78
-7,112,220,321,68,.0588235294117647,52,180,102.040816326531,78
-2,116,211,318,72,.138888888888889,60,184,102.040816326531,78
